"","Customer","Freq","Monetary","total_num_products","recency","samples_received","Customer Gender","Country","no_disc","0_25","25_abv","retail","third_party","corp","website","fragrance","skincare","bathbody","home","haircare","makeup","oral","beauty_acc","fashion_acc"
"9102",3181951,1,142.06,1,618,1,"F","SG","No","No","No","Yes","No","No","No","No","No","No","Yes","No","No","No","No","No"
"9103",3182115,1,1656.81,10,329,0,"Unknown","SG","Yes","No","No","Yes","No","No","No","Yes","Yes","Yes","Yes","No","No","No","No","No"
"9104",3182232,1,210.98050882,2,513,0,"Unknown","MY","Yes","No","No","Yes","No","No","No","Yes","No","No","No","No","No","No","No","No"
"9105",3182255,2,609.86,9,450,1,"Unknown","SG","Yes","No","No","Yes","No","No","No","Yes","Yes","No","No","No","No","No","No","No"
"9106",3182343,1,729.17,5,155,1,"Unknown","SG","Yes","No","No","Yes","No","No","No","Yes","No","Yes","No","No","No","No","No","No"
"9107",3182425,1,333.8788871,1,311,0,"Unknown","MY","No","No","No","Yes","No","No","No","Yes","No","No","No","No","No","No","No","No"
"9108",3182473,2,341.46704366,6,147,0,"Unknown","MY","Yes","No","No","Yes","No","No","No","No","No","Yes","No","No","No","No","No","No"
"9109",3182522,1,41.95804196,1,728,0,"F","MY","No","No","No","No","No","No","Yes","Yes","No","No","No","No","No","No","No","No"
"9110",3182574,1,184.4963547,1,218,0,"M","MY","No","No","No","Yes","No","No","No","Yes","No","No","No","No","No","No","No","No"
"9111",3182677,1,333.8788871,2,138,0,"M","MY","Yes","No","No","Yes","No","No","No","Yes","No","No","No","No","No","No","No","No"
"9112",3182861,2,945.25,3,450,1,"F","SG","Yes","No","No","Yes","No","No","No","Yes","No","No","No","No","No","No","No","No"
"9113",3182872,1,158.88,1,619,0,"M","SG","No","No","No","Yes","No","No","No","Yes","No","No","No","No","No","No","No","No"
"9114",3182887,2,384.39,3,719,2,"F","SG","No","Yes","No","Yes","No","No","No","Yes","No","Yes","No","Yes","No","No","No","No"
"9115",3183095,1,452.5,1,460,1,"Unknown","SG","No","No","No","Yes","No","No","No","Yes","No","No","No","No","No","No","No","No"
"9116",3184509,2,413.05,3,482,2,"Unknown","SG","No","No","No","No","No","No","Yes","Yes","No","No","No","No","No","No","No","No"
"9117",3184638,1,223.36,1,820,0,"Unknown","SG","No","No","No","Yes","No","No","No","Yes","No","No","No","No","No","No","No","No"
"9118",3184691,3,1162.54,12,231,0,"Unknown","SG","Yes","No","No","Yes","No","No","No","Yes","No","No","Yes","No","No","No","No","No"
"9119",3184725,14,3538.42,24,170,3,"M","SG","No","No","No","Yes","No","No","Yes","Yes","No","Yes","Yes","No","No","No","No","No"
"9120",3184821,2,968.52,8,233,1,"Unknown","SG","Yes","No","No","Yes","No","No","No","Yes","No","Yes","No","No","No","No","No","No"
"9121",3185160,1,156.26,1,779,0,"F","SG","No","No","No","Yes","No","No","No","Yes","No","No","No","No","No","No","No","No"
"9122",3185175,1,299.49,1,511,0,"Unknown","SG","No","No","No","Yes","No","No","No","Yes","No","No","No","No","No","No","No","No"
"9123",3185180,1,400.93,3,610,0,"Unknown","SG","Yes","No","No","Yes","No","No","No","Yes","Yes","No","No","No","No","No","No","No"
"9124",3185376,1,246.9870555,1,372,1,"Unknown","MY","No","No","No","Yes","No","No","No","Yes","No","No","No","No","No","No","No","No"
"9125",3185509,1,154.63,1,294,1,"F","SG","No","No","No","Yes","No","No","No","Yes","No","No","No","No","No","No","No","No"
"9126",3185807,1,78.7,2,256,0,"Unknown","SG","Yes","No","No","No","No","No","Yes","No","Yes","No","No","No","No","No","No","No"
"9127",3186465,1,485.98,1,737,1,"Unknown","SG","No","No","No","No","No","No","Yes","Yes","No","No","No","No","No","No","No","No"
"9128",3186469,1,662.69,5,316,0,"Unknown","SG","Yes","No","No","Yes","No","No","No","Yes","Yes","Yes","Yes","No","No","No","No","No"
"9129",3186645,1,609.81,2,720,0,"Unknown","SG","No","Yes","No","Yes","No","No","No","Yes","No","No","No","No","No","No","No","No"
"9130",3186772,2,61.597976492,4,508,0,"Unknown","MY","Yes","No","No","No","No","No","Yes","No","No","No","No","Yes","No","No","Yes","No"
"9131",3186965,1,509.21,4,689,0,"F","SG","Yes","No","No","Yes","No","No","No","Yes","Yes","No","No","No","No","No","No","No"
"9132",3186966,2,93.46,5,569,0,"F","SG","Yes","No","No","Yes","No","No","No","No","Yes","No","No","No","No","No","No","No"
"9133",3187608,2,311.11,3,227,1,"Unknown","SG","No","No","No","No","No","No","Yes","Yes","No","Yes","No","No","No","No","No","No"
"9134",3187626,11,2426.24,13,272,7,"Unknown","SG","No","Yes","No","No","No","No","Yes","Yes","No","No","No","No","No","No","No","No"
"9135",3187650,1,147.299509,1,336,2,"Unknown","MY","No","No","No","Yes","No","No","No","Yes","No","No","No","No","No","No","No","No"
"9136",3187685,1,95.22392501,1,338,0,"Unknown","MY","No","No","No","No","No","No","Yes","Yes","No","No","No","No","No","No","No","No"
"9137",3187939,1,646.85,2,226,0,"M","SG","Yes","No","No","Yes","No","No","No","Yes","No","No","No","No","No","No","No","No"
"9138",3188090,1,78.7,1,477,0,"Unknown","SG","No","No","No","No","No","No","Yes","No","No","No","Yes","No","No","No","No","No"
"9139",3188245,1,495.37,1,208,1,"Unknown","SG","No","No","No","Yes","No","No","No","No","No","No","Yes","No","No","No","No","No"
"9140",3189478,4,1242.13,6,228,0,"Unknown","SG","No","No","No","Yes","No","No","No","Yes","No","No","No","No","No","No","No","No"
"9141",3189492,1,175,1,226,1,"Unknown","SG","No","No","No","Yes","No","No","No","Yes","No","No","No","No","No","No","No","No"
"9142",3189598,1,33.64,2,820,0,"Unknown","SG","Yes","No","No","Yes","No","No","No","No","Yes","No","No","No","No","No","No","No"
"9143",3190602,1,42.22,2,224,0,"F","SG","Yes","No","No","Yes","No","No","No","No","Yes","No","No","No","No","No","No","No"
"9144",3190643,1,321.3807469,1,714,1,"F","MY","No","No","No","No","No","No","Yes","Yes","No","No","No","No","No","No","No","No"
"9145",3190789,1,113.89,1,148,1,"Unknown","SG","No","No","No","No","No","No","Yes","No","No","No","No","Yes","No","No","No","No"
"9146",3191068,1,480.37,1,530,1,"Unknown","SG","No","No","No","Yes","No","No","No","Yes","No","No","No","No","No","No","No","No"
"9147",3191267,1,90.74,3,308,0,"F","SG","Yes","No","No","Yes","No","No","No","No","Yes","No","No","No","No","No","No","No"
"9148",3191380,1,730.28,7,425,0,"F","SG","Yes","No","No","Yes","No","No","No","Yes","Yes","Yes","No","No","No","No","No","Yes"
"9149",3191494,1,158.5,2,743,0,"Unknown","SG","No","Yes","No","No","No","No","Yes","Yes","No","Yes","No","No","No","No","No","No"
"9150",3191565,2,288.89,3,148,1,"Unknown","SG","Yes","No","No","Yes","No","No","No","Yes","No","Yes","No","Yes","No","No","No","No"
"9151",3192074,1,336.06,1,136,1,"M","SG","No","No","No","No","No","No","Yes","Yes","No","No","No","No","No","No","No","No"
"9152",3192245,1,43.92,3,854,0,"Unknown","SG","Yes","No","No","No","No","No","Yes","No","Yes","No","No","No","No","No","No","No"
"9153",3192252,1,288.79,1,550,0,"Unknown","SG","No","No","No","No","No","No","Yes","No","No","No","Yes","No","No","No","No","No"
"9154",3192311,2,66.04,2,387,1,"Unknown","SG","Yes","No","No","Yes","No","No","No","No","No","Yes","No","No","No","No","No","No"
"9155",3192324,1,233.75,1,143,1,"Unknown","SG","No","No","No","No","No","No","Yes","Yes","No","No","No","No","No","No","No","No"
"9156",3193343,2,146.73,3,805,0,"Unknown","SG","Yes","No","No","Yes","No","No","No","No","Yes","No","No","Yes","No","No","No","No"
"9157",3193349,1,686.92,2,564,1,"Unknown","SG","Yes","No","No","Yes","No","No","No","Yes","No","No","No","No","No","No","No","No"
"9158",3193361,1,88.33,1,159,1,"Unknown","SG","No","No","No","No","No","No","Yes","No","No","No","No","Yes","No","No","No","No"
"9159",3193410,1,1500.09,10,411,0,"Unknown","SG","Yes","No","No","Yes","No","No","No","Yes","No","No","Yes","No","No","No","No","No"
"9160",3193422,1,416.67,2,275,0,"Unknown","SG","No","No","No","Yes","No","No","No","Yes","No","No","No","No","No","No","No","No"
"9161",3193439,6,1564.86,12,724,0,"Unknown","SG","Yes","No","No","Yes","No","No","No","Yes","No","Yes","Yes","No","No","No","No","No"
"9162",3193816,3,1478.9465854,5,585,0,"F","MY","Yes","No","No","Yes","No","No","No","Yes","No","No","No","No","No","No","No","No"
"9163",3193826,2,407.677429,2,308,0,"F","MY","Yes","No","No","Yes","No","No","No","Yes","No","No","No","No","No","No","No","No"
"9164",3193885,1,13.08,1,846,0,"F","SG","No","No","No","Yes","No","No","No","No","Yes","No","No","No","No","No","No","No"
"9165",3193894,5,1723.34,15,173,3,"F","SG","Yes","No","No","Yes","No","No","No","Yes","Yes","No","Yes","No","No","No","No","No"
"9166",3194324,3,1012.55,5,177,1,"F","SG","Yes","No","No","Yes","No","No","No","Yes","No","No","Yes","No","No","No","No","No"
"9167",3194380,1,210.14,3,227,1,"Unknown","SG","No","Yes","No","No","No","No","Yes","Yes","No","No","Yes","No","No","No","No","No"
"9168",3194389,1,303.64,2,539,1,"Unknown","SG","No","Yes","No","No","No","No","Yes","Yes","No","No","No","No","No","No","No","No"
"9169",3194754,1,243.93,1,850,1,"Unknown","SG","No","No","No","Yes","No","No","No","Yes","No","No","No","No","No","No","No","No"
"9170",3194780,2,520.56,5,741,0,"Unknown","SG","Yes","No","No","Yes","No","No","No","No","No","Yes","Yes","No","No","No","No","No"
"9171",3195108,1,46.12408868,1,154,0,"Unknown","MY","No","No","No","Yes","No","No","No","Yes","No","No","No","No","No","No","No","No"
"9172",3195998,1,749.8884095,2,171,0,"Unknown","MY","Yes","No","No","Yes","No","No","No","Yes","No","No","No","No","No","No","No","No"
"9173",3196149,2,631.45365278,3,512,1,"Unknown","MY","Yes","No","No","Yes","No","No","No","Yes","No","No","No","No","No","No","No","No"
"9174",3196689,3,1678.78,11,631,0,"F","SG","No","No","No","Yes","No","No","No","Yes","Yes","No","Yes","No","No","No","No","No"
"9175",3196691,5,1938.69,11,407,0,"F","SG","Yes","No","No","Yes","No","No","No","Yes","Yes","No","Yes","No","No","No","No","No"
"9176",3196694,2,131.11,5,163,0,"F","SG","Yes","No","No","Yes","No","No","No","No","Yes","No","No","Yes","No","No","No","No"
"9177",3196697,1,70.09,1,702,0,"F","SG","No","No","No","Yes","No","No","No","No","No","Yes","No","No","No","No","No","No"
"9178",3197063,1,216.82,1,590,1,"Unknown","SG","No","No","No","No","No","No","Yes","Yes","No","No","No","No","No","No","No","No"
"9179",3197073,1,96.3,1,268,1,"Unknown","SG","No","No","No","No","No","No","Yes","No","No","No","Yes","No","No","No","No","No"
"9180",3197079,2,898.2,2,464,2,"Unknown","SG","No","Yes","No","No","No","No","Yes","Yes","No","No","No","No","No","No","No","No"
"9181",3197091,1,385.19,4,340,1,"Unknown","SG","Yes","No","No","Yes","No","No","No","No","No","No","Yes","No","No","No","No","No"
"9182",3197238,1,29.44,1,535,0,"Unknown","SG","No","No","No","Yes","No","No","No","No","No","Yes","No","No","No","No","No","No"
"9183",3197473,1,104.67,1,727,0,"Unknown","SG","No","No","No","Yes","No","No","No","Yes","No","No","No","No","No","No","No","No"
"9184",3197980,6,1490.46,13,471,1,"F","SG","Yes","No","No","Yes","No","No","No","Yes","Yes","No","Yes","No","No","No","No","No"
"9185",3197982,1,198.13,4,717,0,"F","SG","Yes","No","No","Yes","No","No","No","No","Yes","No","Yes","No","No","No","No","No"
"9186",3197984,6,661.3,26,436,1,"M","SG","Yes","No","No","Yes","No","No","No","No","Yes","Yes","No","No","No","No","No","No"
"9187",3198067,2,392.52,7,659,1,"F","SG","Yes","No","No","Yes","No","No","No","Yes","Yes","No","Yes","No","No","No","No","No"
"9188",3198235,1,235.93,3,695,1,"Unknown","SG","No","Yes","No","No","No","No","Yes","No","No","No","Yes","No","No","No","No","No"
"9189",3198251,1,899.07,8,845,0,"F","SG","Yes","No","No","Yes","No","No","No","Yes","Yes","No","Yes","No","No","No","No","No"
"9190",3198362,1,46.73,3,761,0,"Unknown","SG","Yes","No","No","Yes","No","No","No","No","Yes","No","No","No","No","No","No","No"
"9191",3198448,1,691.8613302,2,699,0,"F","MY","Yes","No","No","Yes","No","No","No","Yes","No","No","No","No","No","No","No","No"
"9192",3198508,1,75,1,299,0,"Unknown","SG","No","No","No","No","No","No","Yes","No","No","Yes","No","No","No","No","No","No"
"9193",3198677,1,40.74,1,147,0,"Unknown","SG","No","No","No","Yes","No","No","No","No","No","Yes","No","No","No","No","No","No"
"9194",3199071,1,346.674602,1,217,0,"Unknown","MY","No","No","No","Yes","No","No","No","Yes","No","No","No","No","No","No","No","No"
"9195",3199104,1,490.7007886,3,318,0,"F","MY","Yes","No","No","Yes","No","No","No","Yes","No","No","No","No","No","No","No","No"
"9196",3199951,2,772.58,3,455,0,"F","SG","Yes","No","No","Yes","No","No","No","Yes","No","Yes","No","No","No","No","No","No"
"9197",3199953,2,1437.17,7,415,1,"F","SG","Yes","No","No","Yes","No","No","No","Yes","No","Yes","No","No","No","No","No","No"
"9198",3199955,1,101.85,1,353,0,"F","SG","No","No","No","No","No","No","Yes","Yes","No","No","No","No","No","No","No","No"
"9199",3200006,1,147.299509,1,142,0,"M","MY","No","No","No","Yes","No","No","No","Yes","No","No","No","No","No","No","No","No"
"9200",3200011,1,139.5625651,1,804,0,"Unknown","MY","No","No","No","Yes","No","No","No","Yes","No","No","No","No","No","No","No","No"
"9201",3200023,7,4023.61,32,228,3,"F","SG","No","No","No","Yes","No","No","No","Yes","Yes","Yes","Yes","Yes","No","No","No","No"
"9202",3200120,1,114.81,1,162,1,"Unknown","SG","No","No","No","Yes","No","No","No","Yes","No","No","No","No","No","No","No","No"
"9203",3200161,4,1099.32,8,178,0,"Unknown","SG","Yes","No","No","Yes","No","No","Yes","Yes","Yes","No","Yes","No","No","No","No","No"
"9204",3200693,1,1060.75,1,845,0,"F","SG","No","No","No","Yes","No","No","No","Yes","No","No","No","No","No","No","No","No"
"9205",3200756,3,1383.74,11,534,1,"F","SG","Yes","No","No","Yes","No","No","No","Yes","Yes","No","Yes","No","No","No","No","No"
"9206",3201450,2,364.49,2,679,2,"F","SG","Yes","No","No","Yes","No","No","No","Yes","No","No","No","No","No","No","No","No"
"9207",3201727,1,190.28,2,414,0,"Unknown","SG","Yes","No","No","Yes","No","No","No","No","Yes","No","Yes","No","No","No","No","No"
"9208",3201781,3,1588.59,6,686,2,"Unknown","SG","Yes","No","No","Yes","No","No","No","Yes","No","No","No","No","No","No","No","No"
"9209",3201786,1,243.93,1,579,1,"Unknown","SG","No","No","No","Yes","No","No","No","Yes","No","No","No","No","No","No","No","No"
"9210",3201808,9,2507.93,23,228,0,"Unknown","SG","Yes","No","No","Yes","No","No","No","Yes","Yes","Yes","Yes","Yes","No","No","No","No"
"9211",3202141,1,401.7259336,1,228,0,"F","MY","No","No","No","Yes","No","No","No","Yes","No","No","No","No","No","No","No","No"
"9212",3202168,2,525.03,2,224,2,"F","SG","No","No","No","Yes","No","No","Yes","Yes","No","No","Yes","No","No","No","No","No"
"9213",3202180,1,495.33,2,583,1,"F","SG","Yes","No","No","Yes","No","No","No","Yes","No","No","No","No","No","No","No","No"
"9214",3202184,2,506.85,2,228,1,"M","SG","Yes","No","No","Yes","No","No","No","Yes","No","No","No","No","No","No","No","No"
"9215",3202369,1,271.03,1,665,1,"Unknown","SG","No","No","No","Yes","No","No","No","Yes","No","No","No","No","No","No","No","No"
"9216",3202376,1,42.06,3,822,0,"Unknown","SG","Yes","No","No","Yes","No","No","No","No","Yes","No","No","No","No","No","No","No"
"9217",3202391,1,50.47,4,781,0,"Unknown","SG","Yes","No","No","Yes","No","No","No","No","Yes","No","No","No","No","No","No","No"
"9218",3202975,1,364.49,1,624,1,"Unknown","SG","No","No","No","No","No","No","Yes","Yes","No","No","No","No","No","No","No","No"
"9219",3202986,1,281.78,1,780,1,"Unknown","SG","No","No","No","Yes","No","No","No","No","No","No","Yes","No","No","No","No","No"
"9220",3203124,1,112.15,1,777,0,"Unknown","SG","No","No","No","Yes","No","No","No","No","No","No","Yes","No","No","No","No","No"
"9221",3203229,2,1425.55,7,228,1,"Unknown","SG","Yes","No","No","Yes","No","No","No","Yes","No","No","Yes","No","No","No","No","No"
"9222",3203301,3,3532.98,8,226,3,"M","SG","Yes","No","No","Yes","No","No","No","Yes","No","No","Yes","No","No","No","No","No"
"9223",3203308,1,35.51,3,798,0,"F","SG","Yes","No","No","Yes","No","No","No","No","Yes","No","No","No","No","No","No","No"
"9224",3203523,1,343.93,1,827,1,"F","SG","No","No","No","Yes","No","No","No","Yes","No","No","No","No","No","No","No","No"
"9225",3203669,2,572.89,3,737,0,"Unknown","SG","Yes","No","No","Yes","No","No","No","Yes","Yes","No","No","No","No","No","No","No"
"9226",3203681,1,89.81,3,447,0,"Unknown","SG","Yes","No","No","Yes","No","No","No","No","Yes","No","No","No","No","No","No","No"
"9227",3204147,1,120.56,1,513,0,"M","SG","No","No","No","Yes","No","No","No","No","No","No","Yes","No","No","No","No","No"
"9228",3204162,1,129.53,2,597,0,"F","SG","Yes","No","No","Yes","No","No","No","No","Yes","No","Yes","No","No","No","No","No"
"9229",3205107,1,485.046868,2,522,0,"Unknown","MY","Yes","No","No","Yes","No","No","No","Yes","No","No","No","No","No","No","No","No"
"9230",3205957,2,400.48,2,392,2,"Unknown","SG","Yes","No","No","Yes","No","No","Yes","Yes","No","No","No","No","No","No","No","No"
"9231",3206093,1,68.97,2,647,0,"F","SG","No","Yes","No","Yes","No","No","No","No","No","Yes","No","No","No","No","No","No"
"9232",3206109,1,275,1,262,0,"Unknown","SG","No","No","No","Yes","No","No","No","Yes","No","No","No","No","No","No","No","No"
"9233",3206145,1,229.91,1,862,0,"Unknown","SG","No","No","No","No","No","No","Yes","Yes","No","No","No","No","No","No","No","No"
"9234",3206612,1,10.28,1,690,0,"Unknown","SG","No","No","No","Yes","No","No","No","No","Yes","No","No","No","No","No","No","No"
"9235",3206689,1,327.1,1,721,0,"Unknown","SG","No","No","No","Yes","No","No","No","Yes","No","No","No","No","No","No","No","No"
"9236",3206691,1,156.67,1,491,1,"Unknown","SG","No","No","No","No","No","No","Yes","Yes","No","No","No","No","No","No","No","No"
"9237",3206694,1,230.47,1,846,1,"Unknown","SG","No","No","No","No","No","No","Yes","Yes","No","No","No","No","No","No","No","No"
"9238",3206744,2,717.76,2,785,1,"Unknown","SG","Yes","No","No","Yes","No","No","No","Yes","No","No","No","No","No","No","No","No"
"9239",3207344,1,21.49,1,863,0,"Unknown","SG","No","No","No","No","No","No","Yes","No","Yes","No","No","No","No","No","No","No"
"9240",3207504,2,414.77,4,562,1,"Unknown","SG","Yes","No","No","Yes","No","No","No","Yes","No","Yes","No","No","No","No","No","No"
"9241",3208063,1,200.93,1,859,0,"Unknown","SG","No","No","No","Yes","No","No","No","Yes","No","No","No","No","No","No","No","No"
"9242",3208187,1,78.88,2,733,1,"Unknown","SG","Yes","No","No","Yes","No","No","No","No","No","Yes","No","No","No","No","No","No"
"9243",3208235,1,1073.15,3,425,0,"Unknown","SG","Yes","No","No","Yes","No","No","No","Yes","No","No","Yes","No","No","No","No","No"
"9244",3208252,1,101.85,1,344,0,"Unknown","SG","No","No","No","Yes","No","No","No","Yes","No","No","No","No","No","No","No","No"
"9245",3208396,1,129.91,1,850,0,"Unknown","SG","No","No","No","Yes","No","No","No","No","No","No","Yes","No","No","No","No","No"
"9246",3208647,1,2234.02,19,597,1,"M","SG","Yes","No","No","Yes","No","No","No","Yes","Yes","Yes","Yes","No","Yes","No","No","No"
"9247",3208649,4,535.2,5,236,2,"M","SG","Yes","No","No","Yes","No","No","No","No","No","Yes","No","No","No","No","No","No"
"9248",3208858,1,361.11,1,374,1,"F","SG","No","No","No","Yes","No","No","No","Yes","No","No","No","No","No","No","No","No"
"9249",3208954,4,573.18,11,673,2,"Unknown","SG","No","No","No","Yes","No","No","Yes","Yes","Yes","Yes","No","No","No","No","No","No"
"9250",3208989,1,86.67,1,229,0,"Unknown","SG","No","No","No","No","No","No","Yes","No","No","No","Yes","No","No","No","No","No"
"9251",3209062,1,280.37,4,518,1,"Unknown","SG","Yes","No","No","Yes","No","No","No","Yes","No","Yes","No","No","No","No","No","No"
"9252",3209180,1,64.49,1,535,0,"Unknown","SG","No","No","No","Yes","No","No","No","No","No","No","Yes","No","No","No","No","No"
"9253",3209695,1,176.64,1,551,0,"Unknown","SG","No","No","No","Yes","No","No","No","Yes","No","No","No","No","No","No","No","No"
"9254",3209995,1,760,1,283,1,"Unknown","SG","No","No","No","Yes","No","No","No","Yes","No","No","No","No","No","No","No","No"
"9255",3210020,1,141.31,2,814,1,"Unknown","SG","No","Yes","No","No","No","No","Yes","No","No","No","Yes","No","No","No","No","No"
"9256",3210036,1,310.28,1,863,1,"Unknown","SG","No","No","No","Yes","No","No","No","Yes","No","No","No","No","No","No","No","No"
"9257",3210063,6,2964.17,18,229,2,"Unknown","SG","Yes","No","No","Yes","No","No","No","Yes","Yes","Yes","Yes","Yes","No","No","No","No"
"9258",3210147,3,991.74,9,302,2,"M","SG","Yes","No","No","Yes","No","No","No","No","Yes","Yes","Yes","No","No","No","No","No"
"9259",3210148,5,4000.18,35,562,2,"F","SG","Yes","No","No","Yes","No","No","No","Yes","Yes","Yes","Yes","No","No","Yes","No","No"
"9260",3210547,1,206.48,1,160,1,"Unknown","SG","No","No","No","Yes","No","No","No","Yes","No","No","No","No","No","No","No","No"
"9261",3210657,1,102.8,1,527,0,"Unknown","SG","No","No","No","Yes","No","No","No","No","No","Yes","No","No","No","No","No","No"
"9262",3210864,1,561.87,1,778,1,"Unknown","SG","No","No","No","Yes","No","No","No","Yes","No","No","No","No","No","No","No","No"
"9263",3210907,1,330.56,1,263,0,"Unknown","SG","No","No","No","Yes","No","No","No","Yes","No","No","No","No","No","No","No","No"
"9264",3212056,1,237.96,1,379,1,"F","SG","No","No","No","Yes","No","No","No","Yes","No","No","No","No","No","No","No","No"
"9265",3212293,3,1094.62877555,5,147,1,"F","MY","No","No","No","Yes","No","No","Yes","Yes","No","No","No","No","No","No","No","No"
"9266",3212369,1,51.4,2,702,0,"Unknown","SG","Yes","No","No","Yes","No","No","No","No","Yes","Yes","No","No","No","No","No","No"
"9267",3212442,2,359.26,6,344,1,"Unknown","SG","Yes","No","No","Yes","No","No","No","No","Yes","Yes","Yes","Yes","No","No","No","No"
"9268",3213204,1,273.15,1,369,1,"Unknown","SG","No","No","No","Yes","No","No","No","No","No","Yes","No","No","No","No","No","No"
"9269",3213300,1,196.3,4,163,1,"Unknown","SG","Yes","No","No","Yes","No","No","No","Yes","No","No","No","No","No","No","No","No"
"9270",3213326,1,91.67,1,461,1,"Unknown","SG","No","No","No","No","No","No","Yes","Yes","No","No","No","No","No","No","No","No"
"9271",3213359,1,220.56,2,860,0,"Unknown","SG","Yes","No","No","No","No","No","Yes","No","No","No","Yes","No","No","No","No","No"
"9272",3213842,1,13.08,1,796,0,"M","SG","No","No","No","Yes","No","No","No","No","Yes","No","No","No","No","No","No","No"
"9273",3214197,5,614.02,6,743,0,"Unknown","SG","Yes","No","No","Yes","No","No","No","No","Yes","No","Yes","No","No","No","No","No"
"9274",3214270,1,183.18,2,796,0,"Unknown","SG","Yes","No","No","Yes","No","No","No","Yes","Yes","No","No","No","No","No","No","No"
"9275",3214280,1,357.0897188,1,440,0,"Unknown","MY","No","No","No","Yes","No","No","No","Yes","No","No","No","No","No","No","No","No"
"9276",3214332,1,200.98,1,721,1,"Unknown","SG","No","No","No","Yes","No","No","No","Yes","No","No","No","No","No","No","No","No"
"9277",3214336,1,398.15,1,490,0,"Unknown","SG","No","No","No","Yes","No","No","No","Yes","No","No","No","No","No","No","No","No"
"9278",3214468,1,289.72,2,614,1,"Unknown","SG","Yes","No","No","Yes","No","No","No","No","No","No","Yes","No","No","No","No","No"
"9279",3214490,1,252.34,1,596,1,"Unknown","SG","No","No","No","No","No","No","Yes","Yes","No","No","No","No","No","No","No","No"
"9280",3215210,1,333.33,1,262,1,"M","SG","No","No","No","Yes","No","No","No","Yes","No","No","No","No","No","No","No","No"
"9281",3215218,1,282.01,1,673,1,"F","SG","No","No","No","No","No","No","Yes","Yes","No","No","No","No","No","No","No","No"
"9282",3215351,1,430.46,3,277,0,"Unknown","SG","Yes","No","No","Yes","No","No","No","Yes","Yes","No","No","No","No","No","No","No"
"9283",3215661,1,128.7,1,318,0,"Unknown","SG","No","No","No","Yes","No","No","No","No","No","No","Yes","No","No","No","No","No"
"9284",3216587,1,296.3,1,257,0,"Unknown","SG","No","No","No","Yes","No","No","No","Yes","No","No","No","No","No","No","No","No"
"9285",3216690,1,338.937658,2,751,0,"Unknown","MY","Yes","No","No","Yes","No","No","No","Yes","No","No","No","No","No","No","No","No"
"9286",3216705,1,45.79,1,835,0,"Unknown","SG","No","No","No","Yes","No","No","No","No","No","Yes","No","No","No","No","No","No"
"9287",3216747,1,277.57,1,569,0,"Unknown","SG","No","No","No","Yes","No","No","No","Yes","No","No","No","No","No","No","No","No"
"9288",3217013,2,570.1,4,579,1,"Unknown","SG","Yes","No","No","Yes","No","No","No","Yes","Yes","No","No","No","No","No","No","No"
"9289",3217518,1,311.21,4,819,1,"Unknown","SG","Yes","No","No","No","No","No","Yes","Yes","No","Yes","No","Yes","No","No","No","No"
"9290",3217724,1,887.8143132,3,147,0,"Unknown","MY","Yes","No","No","Yes","No","No","No","Yes","No","No","No","No","No","No","No","No"
"9291",3217731,2,430.84,2,600,1,"F","SG","No","No","No","Yes","No","No","No","Yes","Yes","No","No","No","No","No","No","No"
"9292",3217773,1,18.69,1,565,0,"Unknown","SG","No","No","No","Yes","No","No","No","No","Yes","No","No","No","No","No","No","No"
"9293",3218743,2,338.42,3,224,0,"Unknown","SG","Yes","No","No","Yes","No","No","No","Yes","No","No","Yes","No","No","No","No","No"
"9294",3218788,1,400.90760302,2,400,1,"Unknown","MY","Yes","No","No","Yes","No","No","No","Yes","No","No","No","No","Yes","No","No","No"
"9295",3218913,2,852,2,417,1,"Unknown","SG","Yes","No","No","Yes","No","No","No","Yes","No","No","No","No","No","No","No","No"
"9296",3218927,1,688.04,2,560,1,"F","SG","Yes","No","No","Yes","No","No","No","Yes","No","No","No","No","No","No","No","No"
"9297",3219471,1,2996.26,16,626,0,"F","SG","Yes","No","No","Yes","No","No","No","Yes","No","No","Yes","No","No","No","No","No"
"9298",3219654,1,591.59,1,807,0,"F","SG","No","No","No","Yes","No","No","No","Yes","No","No","No","No","No","No","No","No"
"9299",3219755,1,56.47,1,434,1,"Unknown","SG","No","No","No","No","No","No","Yes","No","No","No","Yes","No","No","No","No","No"
"9300",3219757,1,11.21,1,789,0,"Unknown","SG","No","No","No","Yes","No","No","No","No","Yes","No","No","No","No","No","No","No"
"9301",3220036,1,760.19,8,377,1,"Unknown","SG","Yes","No","No","Yes","No","No","No","Yes","Yes","Yes","No","No","No","No","No","No"
"9302",3220099,1,280.37,1,739,0,"Unknown","SG","No","No","No","Yes","No","No","No","Yes","No","No","No","No","No","No","No","No"
"9303",3221202,1,192.8284481,1,821,0,"Unknown","MY","No","No","No","Yes","No","No","No","Yes","No","No","No","No","No","No","No","No"
"9304",3222481,4,874.07,5,225,2,"M","SG","Yes","No","No","Yes","No","No","No","Yes","No","No","Yes","No","No","No","No","No"
"9305",3222482,1,235.51,2,551,0,"M","SG","Yes","No","No","Yes","No","No","No","Yes","No","No","No","No","No","No","No","No"
"9306",3222486,2,926.17,3,204,0,"M","SG","Yes","No","No","Yes","No","No","No","Yes","No","No","No","No","No","No","No","No"
"9307",3222801,3,1055.1,4,368,1,"F","SG","No","No","No","Yes","No","No","No","Yes","No","No","No","No","Yes","No","No","Yes"
